Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,Industry_type,SubVertical,CityLocation,Citycode,Investors Name,InvestmentnType,InvestmentID,Amount in USD,Remarks
2610,13/07/2015,\\xc2\\xa0Ameyo,\\xc2\\xa0Contact Center Software Platform,1875,nan,New Delhi,76,\\xc2\\xa0Forum Synergies PE Fund,Seed Funding,30,5000000,\\xc2\\xa0Series A
2611,13/07/2015,\\xc2\\xa0Mamagoto,\\xc2\\xa0Casual Dining restaurant Chain,1876,nan,New Delhi,76,\\xc2\\xa0Goldman Sachs,Seed Funding,30,10000000,\\xc2\\xa0Series A
2612,13/07/2015,\\xc2\\xa0Satvacart,\\xc2\\xa0Online Grocery Delivery,1877,nan,New Delhi,76,\\xc2\\xa0Palaash Ventures,Seed Funding,30,N/A,
2613,14/07/2015,MySmartPrice,Online comparison engine,1878,nan,New Delhi,76,"Accel Partners, Helion Venture Partners",Seed Funding,30,10000000,Series B
2614,14/07/2015,Zenify,Residential Rental management platform,1879,nan,New Delhi,76,Atul Jalan,Seed Funding,30,N/A,
2615,14/07/2015,Boxmyspace,Physical Storage warehouses,1880,nan,New Delhi,76,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed Funding,30,300000,
2616,14/07/2015,HackerRank,Tech Recruitment platform,1881,nan,New Delhi,76,HR Technology fund,Seed Funding,30,7500000,Series C
2617,14/07/2015,WickedRide,Bike Rental Platform,1882,nan,New Delhi,76,Undisclosed,Seed Funding,30,790000,
2618,14/07/2015,WoWexpress,Tech enabled logistics platform,1883,nan,New Delhi,76,Tamarind Family Private Trust,Seed Funding,30,500000,
2619,15/07/2015,Oyo Rooms,Budget Hotel Accommodation,1884,nan,New Delhi,76,"Softbank, Sequoia Capital",Seed Funding,30,100000000,Series B
2620,15/07/2015,Mobikon,Restaurant customer engagement platform,1885,nan,New Delhi,76,Jungle Ventures,Seed Funding,30,2300000,Series B
2621,15/07/2015,InstaLively.com,Live video streaming app,1886,nan,New Delhi,76,"Anupam Mittal, Anand Chandrasekaran, Uday Shankar, Chetan Bhagat",Seed Funding,30,N/A,
2622,15/07/2015,Roadrunnr,Hyper local logistics platform,1887,nan,New Delhi,76,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Seed Funding,30,11000000,Series A
2623,16/07/2015,Ketto,Crowd Funding Platform,1888,nan,New Delhi,76,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,30,700000,
2624,17/07/2015,QuikWallet,F&B sector Mobile Payment platform,1889,nan,New Delhi,76,Snow Leopard Technology Ventures,Seed Funding,30,1600000,Follow on Funding
2625,17/07/2015,Omnikart,Industrial Supplies B2B ecommerce,1890,nan,New Delhi,76,"Sumit Gandhi, Manish Gandhi",Seed Funding,30,100000,
2626,20/07/2015,Zo Rooms,Online budget hotel chain,1891,nan,New Delhi,76,"Tiger Global, Orios Venture Partners.",Seed Funding,30,15000000,No confirmation
2627,20/07/2015,Innoviti,Payment Solutions platform,1892,nan,New Delhi,76,"Catamaran Ventures, New India Investment Corporation",Seed Funding,30,4850000,Series A
2628,21/07/2015,ZenRadius,Online Hiring Platform,1893,nan,New Delhi,76,"Tracxn Labs, Deepak Singh",Seed Funding,30,N/A,
2629,21/07/2015,Joy by nature,Organic Food ecommerce,1894,nan,New Delhi,76,"Mumbai Angels, Vriddhi Fund, Others",Seed Funding,30,1000000,Series A
2630,22/07/2015,Iqlect,Big Data & Analytics platform,1895,nan,New Delhi,76,Exfinity Venture Partners,Seed Funding,30,2000000,Series A
2631,22/07/2015,deGustibus,Fine Dining Restaurant Chain,1896,nan,New Delhi,76,India Value Fund Advisors,Seed Funding,30,30000000,Late Stage
2632,23/07/2015,Nestaway,Luxury Rental Homes,1897,nan,New Delhi,76,"Flipkart, Tiger Global",Seed Funding,30,12750000,Series A
2633,23/07/2015,Mswipe,Mobile Point of Sale payment solution,1898,nan,New Delhi,76,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank",Seed Funding,30,25000000,Series B
2634,23/07/2015,Myonsto,Online Grocers,1899,nan,New Delhi,76,Jayant Bokadia,Seed Funding,30,320000,
2635,23/07/2015,iCrushiFlush,Casual Dating App,1900,nan,New Delhi,76,IDG Ventures India,Seed Funding,30,N/A,
2636,23/07/2015,MedGenome,Clinical Genomics Provider,1901,nan,New Delhi,76,Sequoia Capital,Seed Funding,30,20000000,Series B
2637,23/07/2015,HolidayIQ,Travel information portal,1902,nan,New Delhi,76,MakeMyTrip,Seed Funding,30,15000000,Strategic Investment
2638,23/07/2015,Fitternity,Fitness Marketplace,1903,nan,New Delhi,76,Exfinity Venture Partners,Seed Funding,30,1000000,Series A
2639,23/07/2015,Quikr,Online & Mobile classified listings,1904,nan,New Delhi,76,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Seed Funding,30,60000000,Late Stage
2640,23/07/2015,JetSetGo,Private Jet/ Helicopter Marketplace,1905,nan,New Delhi,76,YourWeCan Ventures,Seed Funding,30,N/A,
2641,24/07/2015,BroEx,Real Estate Broker network App,1906,nan,New Delhi,76,Lightspeed India,Seed Funding,30,1000000,Bridge round
2642,25/07/2015,Shopatplaces,Ethnic/ Traditional Fashion Store,1907,nan,New Delhi,76,Indian Angel Network,Seed Funding,30,N/A,
2643,25/07/2015,CredR,Used Bikes Marketplace,1908,nan,New Delhi,76,Fidelity Growth Partners,Seed Funding,30,15000000,Series A
2644,27/07/2015,ManageMySpa,Spa & Salon Management Software,1909,nan,New Delhi,76,Accel Partners,Seed Funding,30,6000000,Series A
2645,27/07/2015,Townrush,B2B logistics delivery platform,1910,nan,New Delhi,76,Lightspeed Venture Partners,Seed Funding,30,N/A,
2646,27/07/2015,Locus,Logistics Automation Platform,1911,nan,New Delhi,76,"growX ventures,\\xc2\\xa0 Manish Singhal",Seed Funding,30,N/A,
2647,27/07/2015,Bevy,Online Hiring Platform,1912,nan,New Delhi,76,Varun Agarwal & Others,Seed Funding,30,N/A,
2648,28/07/2015,Pepperfry,Online home d\\xc3\\xa9cor marketplace,1913,nan,New Delhi,76,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Seed Funding,30,100000000,Series D
2649,28/07/2015,Flipkart.com,Online Marketplace,1914,nan,New Delhi,76,Steadview Capital and existing investors,Seed Funding,30,700000000,"Late Stage, 10th Round More here"
2650,28/07/2015,Opinio,Hyperlocal food & grocery store,1915,nan,New Delhi,76,"Accel Partners, Traxcn Labs & Others",Seed Funding,30,1300000,
2651,28/07/2015,Zoctr,Health-Tech platform,1916,nan,New Delhi,76,"Sandeep Parwal, Krishan Gupta & Others",Seed Funding,30,1000000,
2652,29/07/2015,Zimmber,Hyperlocal Handyman Services,1917,nan,New Delhi,76,"IDG Ventures India, Omidyar Network, Sherpalo Ventures,\\xc2\\xa0 Mohandas Pai",Seed Funding,30,2000000,Series A
2653,29/07/2015,trueHb,Medical Tech Instruments,1918,nan,New Delhi,76,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",Seed Funding,30,2400000,
2654,29/07/2015,Zovi.com / Little App,Hyperlocal Deals Marketplace,1919,nan,New Delhi,76,"Paytm, SAIF Partners,\\xc2\\xa0 Tiger Global Management & others",Seed Funding,30,50000000,Series A
2655,29/07/2015,Swajal,Innovative Water Solutions,1920,nan,New Delhi,76,Abhishek Gupta,Seed Funding,30,1200000,Series A
2656,30/07/2015,Pipa Bella,Online Jewelry Store,1921,nan,New Delhi,76,LionRock Capital,Seed Funding,30,600000,Pre-Series A
2657,30/07/2015,Pragmatix,Business intelligence & Analytics,1922,nan,New Delhi,76,SIDBI Venture Capital Ltd,Seed Funding,30,2400000,Series A
2658,30/07/2015,Droom.in,Used Vehicle Marketplace,1923,nan,New Delhi,76,"Lightbox Ventures, Beenos",Seed Funding,30,16000000,Series A
2659,30/07/2015,MadRat Games,Educational Board Games,1924,nan,New Delhi,76,"Kunal Bahl, Rohit Bansal",Seed Funding,30,168000,
2660,30/07/2015,Noodle Play,Chinese food delivery,1925,nan,New Delhi,76,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding,30,168000,
2661,30/07/2015,Wassup,On-Demand Laundry & Dry cleaning App,1926,nan,New Delhi,76,B S Nagesh,Seed Funding,30,N/A,Pre-Series A
2662,30/07/2015,Cartisan,On-Demand Car services App,1927,nan,New Delhi,76,"YouWeCan Ventures,\\xc2\\xa0 Aprameya Radhakrishna",Seed Funding,30,N/A,
2663,31/07/2015,LazyLad,Hyperlocal Grocery App,1928,nan,New Delhi,76,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Seed Funding,30,500000,pre-Series A
2664,31/07/2015,TripFactory,Online Curated Holiday package bookings,1929,nan,New Delhi,76,"Aarin Capital Partners,",Seed Funding,30,N/A,Series A
2665,31/07/2015,Prothom,Hasbro Toy Manufacturer,1930,nan,New Delhi,76,Oliphabs Capital,Seed Funding,30,2000000,Series A
2666,31/07/2015,Bona Vita,Travel Tech,1931,nan,New Delhi,76,MakeMyTrip,Seed Funding,30,5000000,Strategic Investment
2667,1/6/2015,Vyomo,Beauty and Wellness Platform,1932,nan,New Delhi,76,Aprameya Radhakrishna,Seed Funding,30,N/A,
2668,1/6/2015,Veeba Foods,Healthy Food Manufacturer,1933,nan,New Delhi,76,"DSG Consumer Partners, Saama Capital.",Seed Funding,30,6000000,Series B
2669,1/6/2015,Truebil,Used Car Marketplace,1934,nan,New Delhi,76,"Kae Capital, Anupam Mittal",Seed Funding,30,500000,
2670,1/6/2015,Meritnation,Online Learning Platform,1935,nan,New Delhi,76,InfoEdge,Seed Funding,30,4000000,Series C
2671,1/6/2015,Eattreatonline,Healthy Food Online Community,1936,nan,New Delhi,76,Group of 15 Angel Investors,Seed Funding,30,350000,
2672,1/6/2015,CredR,Used two-wheeler Marketplace,1937,nan,New Delhi,76,GrowthStory,Seed Funding,30,N/A,
2673,1/6/2015,Glamrs,Online Fashion Video Portal,1938,nan,New Delhi,76,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Seed Funding,30,1000000,Pre-Series A
2674,1/6/2015,Proviera,Probiotic Technology Products Manufacturer,1939,nan,New Delhi,76,Infuse Ventures,Seed Funding,30,550000,
2675,1/6/2015,Arth DesignBuild,Architectural Design & Consulting,1940,nan,New Delhi,76,Srinivas Tirupati,Seed Funding,30,500000,
2676,2/6/2015,Saama,Big Data & Analytics Services,1941,nan,New Delhi,76,Carrick Capital Partners,Seed Funding,30,35000000,Series A
2677,2/6/2015,AllIzHealth,Preventive Healthcare Services,1942,nan,New Delhi,76,Mumbai Angels & Other angel investors,Seed Funding,30,350000,
2678,2/6/2015,Karma Healthcare,Tech-enabled Rural Healthcare Services,1943,nan,New Delhi,76,Ennovent Impact Investment Holding,Seed Funding,30,N/A,Series A
2679,3/6/2015,Entropy Innovations,Engineering Innovations,1944,nan,New Delhi,76,Mark Mobius & 9 Other Angel investors,Seed Funding,30,N/A,
2680,3/6/2015,Propstack,Real Estate Intelligence Platform,1945,nan,New Delhi,76,DMG Information,Seed Funding,30,3000000,Series A
2681,3/6/2015,MyTaxiIndia,Online Car Rental Affiliates,1946,nan,New Delhi,76,Green House Ventures,Seed Funding,30,100000,
2682,3/6/2015,Arkin Net,Data Center Software platform,1947,nan,New Delhi,76,Nexus Venture Partners,Seed Funding,30,15000000,Series B
2683,3/6/2015,Little Black Book Delhi,Online City & Lifestyle Guide,1948,nan,New Delhi,76,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed Funding,30,150000,
2684,3/6/2015,MyPoolin,P2P Payments platform,1949,nan,New Delhi,76,"Sharad Sharma, Rajan Anandan, Sunil Kalra, Amit Ranjan, Rohan Malhotra,\\xc2\\xa0 Arjun Malhotra, Gautam Gandhi",Seed Funding,30,N/A,
2685,3/6/2015,iCustomadeit,Bespoke Merchandize Marketplace,1950,nan,New Delhi,76,"Virendra Shahney, Dr Paresh Doshi",Seed Funding,30,250000,
2686,3/6/2015,KAARYAH,Women Lifestyle Marketplace,1951,nan,New Delhi,76,Ratan Tata,Seed Funding,30,N/A,
2687,4/6/2015,Ecom Express,Logistics Solution Provider,1952,nan,New Delhi,76,Warburg Pincus,Seed Funding,30,137000000,Series C
2688,4/6/2015,Vidooly,Video Intelligence Platform,1953,nan,New Delhi,76,Bessemer Venture Partners,Seed Funding,30,1000000,Pre-Series A
2689,4/6/2015,Zopper,Hyperlocal Shopping App,1954,nan,New Delhi,76,"Tiger Global,\\xc2\\xa0 Nirvana Ventures Advisors",Seed Funding,30,20000000,Series C
2690,4/6/2015,Flipkart,eCommerce platform,1955,nan,New Delhi,76,Morgan Stanley,Seed Funding,30,50000000,Late Stage
2691,5/6/2015,kWatt Solutions,Renewable energy solutions,1956,nan,New Delhi,76,N/A,Seed Funding,30,500000,
2692,5/6/2015,Medwell Ventures,Healthcare\\nService provider,1957,nan,New Delhi,76,"Fidelity Growth Partners, Fidelity Biosciences",Seed Funding,30,10000000,Series A
2693,5/6/2015,Jugnoo,Auto Rickshaw Based Services,1958,nan,New Delhi,76,"Snow Leopard, Paytm",Seed Funding,30,5000000,Series A
2694,8/6/2015,PosterGully,Artist / Designer Marketplace,1959,nan,New Delhi,76,"Natarajan Iyer,Rajesh Sawhney,\\xc2\\xa0 & other Angel investors.",Seed Funding,30,N/A,
2695,8/6/2015,Applied Solar Technologies,Off-grid Solar Power,1960,nan,New Delhi,76,"Future Fund,Bessemer Venture, Capricorn Investment and IFC",Seed Funding,30,40000000,Series B
2696,9/6/2015,Clovia,Private Label lingerie Ecommerce,1961,nan,New Delhi,76,IvyCap Ventures,Seed Funding,30,5000000,Series A
2697,9/6/2015,Swiggy,Online Food Ordering,1962,nan,New Delhi,76,"Norwest Venture Partners, SAIF Partners, Accel Partners",Seed Funding,30,16500000,Series B
2698,9/6/2015,PayMango,Mobile Commerce Platform,1963,nan,New Delhi,76,Group of Angel Investors,Seed Funding,30,234000,
2699,9/6/2015,Printland,Online Printing Services,1964,nan,New Delhi,76,SIDBI Venture Capital Ltd,Seed Funding,30,N/A,Series A
2700,9/6/2015,Teritree,Digital Marketing Services,1965,nan,New Delhi,76,KCL,Seed Funding,30,140000,
2701,10/6/2015,Guiddoo,Travel Guide Mobile App,1966,nan,New Delhi,76,"Pawan Borle, SVP Fly Dubai & Others",Seed Funding,30,N/A,
2702,10/6/2015,Voonik,Fashion Ecommerce store,1967,nan,New Delhi,76,"Sequoia Capital, Seedfund",Seed Funding,30,5000000,Series A
2703,11/6/2015,AdStringO,Mobile Compression Software,1968,nan,New Delhi,76,"Arihant Patni, Vishal Khare,\\xc2\\xa0 Viswanath Ramachandran",Seed Funding,30,350000,
2704,11/6/2015,Faircent.com,Peer to Peer Lending platform,1969,nan,New Delhi,76,M&S Partners Pte. Ltd,Seed Funding,30,250000,Pre-Series A
2705,12/6/2015,La Renon,Global Healthcare products,1970,nan,New Delhi,76,Sequoia Capital,Seed Funding,30,16000000,Series A
2706,15/06/2015,Homelane,Home Furnishing Solutions,1971,nan,New Delhi,76,Sequoia Capital,Seed Funding,30,50000000,Series B
2707,15/06/2015,iSTAR,Skill Training & Placement Platform,1972,nan,New Delhi,76,Unitus Seed Fund,Seed Funding,30,N/A,Series A
2708,15/06/2015,Shippr,Intra-City Logistics service,1973,nan,New Delhi,76,i2india Pvt Ltd,Seed Funding,30,500000,
2709,16/06/2015,FoodAbhi,online tiffin service aggregator,1974,nan,New Delhi,76,Group of angel investors,Seed Funding,30,N/A,
2710,16/06/2015,Karma Recycling,Electronic Goods recycling service,1975,nan,New Delhi,76,"Infuse Ventures, Low Carbon Enterprise Fund",Seed Funding,30,N/A,Series A
2711,16/06/2015,CouponRaja,Online Coupon & comparison platform,1976,nan,New Delhi,76,"Mahesh Pratapneni, Pallab Chatterjee & others",Seed Funding,30,500000,
2712,17/06/2015,Babychakra,Parents & Kids Online platform,1977,nan,New Delhi,76,"Mumbai Angels, Patni Family Office, Singapore Angel Network, Karan Maheshwari, Jatin Aneja, Kishor Ganji, Roopa Nath",Seed Funding,30,N/A,
2713,17/06/2015,Jiffstore,Online Grocery platform,1978,nan,New Delhi,76,"Unitus Seed Fund, Times Internet",Seed Funding,30,N/A,additional funding round
2714,17/06/2015,MyDentist,Dental Clinic chain,1979,nan,New Delhi,76,"LGT Group, Asian Healthcare fund, Seedfund",Seed Funding,30,8200000,Series C
2715,18/06/2015,Moovo,On-Demand Logistics Service,1980,nan,New Delhi,76,YouWeCan Ventures,Seed Funding,30,N/A,
2716,18/06/2015,Fracktal Works,3D Printer Manufacturer,1981,nan,New Delhi,76,Neoteric Infomatique Limited,Seed Funding,30,3000000,Series A
2717,18/06/2015,Hansa Customer Equity,IT / Customer Engagement Consulting,1982,nan,New Delhi,76,ASK Pravi,Seed Funding,30,5000000,Series A
2718,18/06/2015,HealthifyMe,Health & Fitness App,1983,nan,New Delhi,76,"Gopal Srinivasan, Sashi Reddy, Amit Gupta, Pallav Nadhani",Seed Funding,30,N/A,Series A
2719,18/06/2015,CAKART.in,Online Education Marketplace,1984,nan,New Delhi,76,Sunil Maheshwari & group of investors,Seed Funding,30,N/A,
2720,19/06/2015,Housejoy,Home services marketplace,1985,nan,New Delhi,76,Matrix Partners,Seed Funding,30,4000000,Series A
2721,19/06/2015,FundsIndia.com,Financial Services Platform,1986,nan,New Delhi,76,"Faering Capital, Foundation Capital, Inventus Capital Partners",Seed Funding,30,11000000,Series C
2722,20/06/2015,Cupick,Social Network for Artists,1987,nan,New Delhi,76,Group of Angel Investors from US/India,Seed Funding,30,120000,
2723,20/06/2015,Tracxn,Startup funding platform,1988,nan,New Delhi,76,"Sachin Bansal, Bunny Bansal & other investors",Seed Funding,30,10000000,Series A
2724,21/06/2015,Holachef,Food Delivery Platform,1989,nan,New Delhi,76,"Kalaari Capital, India Quotient",Seed Funding,30,3100000,Series A
2725,22/06/2015,elong,Data Driven recruitment recommendation,1990,nan,New Delhi,76,"Kunal Bahl, Rohit Bansal, Blume Ventures, Phanindra Sama, Raju Reddy",Seed Funding,30,5000000,Series A
2726,22/06/2015,Ixigo,Travel Search Engine,1991,nan,New Delhi,76,Micromax Informatics,Seed Funding,30,N/A,Strategic Investment
2727,22/06/2015,SkillAngels,Brain Games Platform,1992,nan,New Delhi,76,Sprout Angels LLP,Seed Funding,30,N/A,
2728,22/06/2015,Vidgyor,Video Advertisement Platform,1993,nan,New Delhi,76,AngelPrime,Seed Funding,30,500000,
2729,22/06/2015,Banihal,Algorithmic Match Making Platform,1994,nan,New Delhi,76,Dr David Cheriton,Seed Funding,30,N/A,
2730,23/06/2015,Goodservice,Mobile Chat based concierge service,1995,nan,New Delhi,76,Sequoia Capital,Seed Funding,30,1600000,Series A
2731,23/06/2015,Treebo,Online Budget Hotel Booking Service,1996,nan,New Delhi,76,"Matrix Partners India, SAIF Partners",Seed Funding,30,6000000,Series A
2732,23/06/2015,EduKart,Online education marketplace,1997,nan,New Delhi,76,"Holostik Group, YouWeCan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni",Seed Funding,30,1000000,Series A
2733,23/06/2015,Healthians.com,Preventive healthcare services,1998,nan,New Delhi,76,YouWeCan Ventures,Seed Funding,30,N/A,
2734,24/06/2015,LabInApp,Science Learning App,1999,nan,New Delhi,76,Unitus Seed Fund,Seed Funding,30,N/A,
2735,24/06/2015,Syona Cosmetics,Beauty and Wellness platform,2000,nan,New Delhi,76,Chennai Angels,Seed Funding,30,N/A,
2736,24/06/2015,Sigrid Education,Online Education Platform,2001,nan,New Delhi,76,Oliphans Capital,Seed Funding,30,N/A,
2737,24/06/2015,Indix,SaaS product intelligence platform,2002,nan,New Delhi,76,"Nokia Growth Partners, Nexus Venture Partners, Avalon Ventures",Seed Funding,30,15000000,Series C
2738,24/06/2015,The Porter,Logistics Tech,2003,nan,New Delhi,76,"Sequoia Capital, Kae Capital, Anupam Mittal, Sandeep Tandon",Seed Funding,30,5500000,Series A
2739,24/06/2015,Retention.ai,App Analytics platform,2004,nan,New Delhi,76,"Mercury Fund, Anshu Sharma, Pratyush Prasanna, Robert Winters & others",Seed Funding,30,500000,
2740,25/06/2015,Fusion Microfinance,Micro Finance Platform,2005,nan,New Delhi,76,"Development finance institution Belgian Investment Company, Oikocredit",Seed Funding,30,8600000,Series C
2741,25/06/2015,Zinka,Freight logistics platform,2006,nan,New Delhi,76,"Accel Partners, Flipkart",Seed Funding,30,6000000,Series A
2742,26/06/2015,CreditMantri,Credit Management Services,2007,nan,New Delhi,76,"IDG Ventures India, Elevar Equity, Accion Venture Lab",Seed Funding,30,2500000,Series A
2743,26/06/2015,GetMyPeon,Hyperlocal Handyman Services,2008,nan,New Delhi,76,Undisclosed investors,Seed Funding,30,250000,
2744,29/06/2015,UrbanClap,Hyperlocal services marketplace,2009,nan,New Delhi,76,"SAIF Partners,\\xc2\\xa0 Accel Partners",Seed Funding,30,10000000,Series A
2745,29/06/2015,StayGlad,Beauty services Mobile Marketplace,2010,nan,New Delhi,76,"Tracxn Labs, Sahil Barua",Seed Funding,30,N/A,
2746,29/06/2015,AdWyze,Marketing / Advertising Automation platform,2011,nan,New Delhi,76,Mape Advisory,Seed Funding,30,1000000,
2747,29/06/2015,Zimmber,Hyperlocal Handyman Services,2012,nan,New Delhi,76,"Naveen Tiwari, Mohit Saxena, Amit Gupta, Piyush Shah, Manish Dugar",Seed Funding,30,400000,
